SNo,Project Name,Scheme Name,PI Details
482,Development of Decarbonised GT combuStion Technologies usIng greeN hYdrogen and biogas (DESTINY),"Royal academy of engineering,UK",Sudipto Mukhopadhyay
483,Design and development of wear resistant 3rd generation advanced high strength steels,IIT Jodhpur,Sk. Md. Hasan
484,Changing Paradigms: Digital Twins and Buddhist Heritage in the Global Age,ICSSR & IHDS,Ankita Sharma
485,Disaster Resilience and cultural Heritage,IIT Jodhpur/IGNCA/NIDM,Rajdeep Konar
486,Local and non local phase transition problems with nonlinear boundary conditions,CSIR- HRDG,Tuhina Mukherjee
487,IP Chair (DPIIT),Ministry of Commerce & Industry(DPIIT),Anil Kumar Tiwari
488,Precast concrete building – A case study at IIT Jodhpur,"Department of Civil & Infrastructure Engineering,IITJ",Tekcham Gishan Singh
489,Assessment of Pedestal Damage under Vaporizer at LCNG Station Salawas and Repair Recommendations,AGP CGD India Private Limited,Amit Kumar Rathi
490,A smart sensors array based system to detect breath VOCs related to respiratory diseases,MSME,Saakshi Dhanekar (Nikhil Vadera)
491,Complexity of Manipulative Attacks on Resource Allocation,DST-DAAD,Pallavi Jain
492,Development of Highly Sensitive and Efficient Photodetectors based on 2D Ruddlesden-Popper Perovskites,SERB-SIRE,Shahab Ahmad
493,Incentive Design for Smart Contracts in Cold-Chain Logistics,"I-HUB for Robotics and Autonomous Systems Innovation Foundation, IISc Bangalore",Vinay Reddy Venumuddala
494,"An action project in Shared [Platform] Economy: Small Enterprises in Jodhpur, Rajasthan",IIT Jodhpur,Venkatesha Murthy R
495,Current Advancements in Computational Solid and Fluid Mechanics,"Department of Civil & Infrastructure Engineering,IITJ",Tekcham Gishan Singh
496,Hardware realization of Post-quantum cryptography,IIT Jodhpur,Somitra Kumar Sanadhya
497,Frugal Oral care irrigation device to reduce risk of ventilator associated pneumonia,MSME,Shobhana Singh (Ramkishore Jangid)
498,Prevention of Pressure ulcers in critically ill patients using vented horizontally led air column mattress,MSME,Shobhana Singh (Mitanshu Sharma)
499,Industry Insights and Academia perspectives on High Entropy Alloys,Registration Fees,Saurabh Nene
500,"Harnessing protein quaternary structure to investigate the abundance, importance and variations of specific scaffolds, to understand target polymorphism",IIT Jodhpur,Sucharita Dey
501,"Comprehensive Framework for Integrated Health Risk Assessment of Heavy Metal Exposure in Urban Rural Transect of Jodhpur, Rajasthan",IIT Jodhpur,Rajyalaxmi Garga
502,Environmental Nanotechnology: Application and Implication,"Department of Civil & Infrastructure Engineering,IITJ",Trishikhi Raychoudhury
503,On the role of post-translational modifications and short linear motifs in regulating protein-polynucleotide condensate stability and dynamics: A step toward reversing aberrant liquid-to-solid transitions in biological membrane-less organelles,IIT Jodhpur,Milan Kumar Hazra
504,PG Diploma and Certification in Next Generation OMICS Technologies and Applications,Institute Online Executive Programme,Pankaj Yadav
505,AI-driven Digital Twin Technology for Optimal Condition Monitoring and Energy Management of Solar Power Plants,SERB-SRG,Nishant Kumar
506,Centre for Research & Development of Scientific Instruments,Institute,Head CRDSI (Prof. Amitava Mitra)
507,Navigating Change: Adapting to Hydroclimatic Extremes,Registration Fees,Saran Aadhar
508,Molecularly engineered free standing Borophene as a versatile Nanotheranostics platform to combat localized cancers,SERB-CRG,Raviraj Vankayala
509,IBRO Diversity Grant,Internatioal Brain Research Orgranization,Sushmita Jha
510,"Structural analysis and technical evaluation of drawings for 1.5 MLD STP at Ottapalam, Kerala",KSP Hydro Engineers Pvt Ltd,Jaiveer Singh
511,Safe Human-Machine Interaction for Manipulation of Deformable Objects,IIT Palakkad Technology and Innovation Hub Foundation,Jayant Kumar Mohanta
512,Development of Grid Forming Inverter using Virtual Oscillator Based Nonlinear Control Strategies,SERB-CRG,Deepak Fulwani
513,Non-Invasive detection of Glucose,IIT Jodhpur,Ajay Agarwal
514,Material Research Symposium (MatRS-2024),Registration Fees & SSR fund from SERB project,Ravi K R
515,Development of an oscillator network model of the brain that will enable hypothesis-driven perturbation-response experiments for early detection of neurodegenerative disorders,SERB-SRG,Saurabh Gandhi
516,Experimental Investigation and Performance Improvement of Visible Light Communication Systems,SERB-CRG,Aashish Mathur
517,Design and development of mode division multiplexing scheme for fiber and free-space converged communication channel using all-fiber multimode interference based transmitter and receiver heads,SERB-CRG,Nitin Bhatia
518,Consultancy Project - Forbes Marshall Pvt. Ltd.,Forbes Marshall Pvt. Ltd.,Kaushal A Desai
519,Spindle-mounted Vision-based On-machine Inspection System for CNC Milling,"TIH iHub Drishti, IIT Jodhpur",Kaushal A Desai
520,Development of Concealed Object Detection and Recognition System,"TIH iHub Drishti, IIT Jodhpur",Gaurav Bhatnagar
521,Inhibiting Fatty Acid Synthase as a Novel Strategy Against Recalcitrant Small Cell Lung Cancer,SERB-SRG,Dinesh K Ahirwar
522,Resilient Robotic Assembly using Multiple Modalities,SERB-SRG,Riby Abraham Boby
523,Sustainable and Robust Near-Memory Accelerator for Vision transformer-based Models,SERB-SRG,Palash Das
524,Theoretical Development of Differential Attacks on Block Ciphers and Its Counter-Measures,SERB-SRG,Bimal Mandal
525,Physical Layer Security Analysis of FSO Communication Systems over Arbitrarily Correlated Channels,SERB-Matrics,Aashish Mathur
526,Collaborative Training Programme between National Human Rights Commission (NHRC) and IIT Jodhpur,National Human Rights Commission India,Debanjan Guha Roy
527,Development of a Point-of-Care (POC) device for Detection of Tuberculosis,MSME,Anil K Tiwari (Sudesh Pachar)
528,"Sustainable Use of Marble Byproduct for Stabilizing Migrating Sand Dunes in Thar Desert, India",SERB-ITS,Pradeep Kumar Dammala
529,Value-chain and complex intermeshing within the art and craft economy in Marwar region: An Action Research approach,IIT Jodhpur,Jitesh Mahnot
530,Technical vetting and evaluation of up-gradation of CETP from 18.5 MLD to 21 MLD,Jodhpur Pollution Control & Research Foundation,Vikky Anand
531,Hardware Aware Frame-Theoretic Sparse Neural Network for Resource-constrained Platform,SERB-SRG,Pradip Sasmal
532,NMR diffusometry and relaxometry approaches to evaluate molecular interaction and dynamics in nanosponges,SERB-CRG,Samanwita Pal
